host,ip,port,protocol,title,domain,country,city,link,org
106.53.174.146:8080,106.53.174.146,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.174.146:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.174.115:8080,106.53.174.115,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.174.115:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.174.177:8080,106.53.174.177,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.174.177:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.185.233:8080,106.53.185.233,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.185.233:8080,Shenzhen Tencent Computer Systems Company Limited
134.175.187.234:8080,134.175.187.234,8080,http,Directory listing for /,,CN,Guangzhou,http://134.175.187.234:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.149.170:8080,42.193.149.170,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.149.170:8080,Shenzhen Tencent Computer Systems Company Limited
42.194.213.108:8080,42.194.213.108,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.213.108:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.149.72:8080,42.193.149.72,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.149.72:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.149.45:8080,42.193.149.45,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.149.45:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.182.27:8080,1.14.182.27,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.182.27:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.150.217:8080,42.193.150.217,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.150.217:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.150.214:8080,42.193.150.214,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.150.214:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.72.223:8080,81.71.72.223,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.72.223:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.72.181:8080,81.71.72.181,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.72.181:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.73.9:8080,81.71.73.9,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.73.9:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.72.108:8080,81.71.72.108,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.72.108:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.72.166:8080,81.71.72.166,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.72.166:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.72.103:8080,81.71.72.103,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.72.103:8080,Shenzhen Tencent Computer Systems Company Limited
193.112.130.27:8080,193.112.130.27,8080,http,Directory listing for /,,CN,Guangzhou,http://193.112.130.27:8080,Shenzhen Tencent Computer Systems Company Limited
159.75.40.138:8080,159.75.40.138,8080,http,Directory listing for /,,CN,Guangzhou,http://159.75.40.138:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.150.215:8080,42.193.150.215,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.150.215:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.147.117:8080,1.14.147.117,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.147.117:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.172.164:8080,1.14.172.164,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.172.164:8080,Shenzhen Tencent Computer Systems Company Limited
134.175.181.246:8080,134.175.181.246,8080,http,Directory listing for /,,CN,Guangzhou,http://134.175.181.246:8080,Shenzhen Tencent Computer Systems Company Limited
134.175.181.224:8080,134.175.181.224,8080,http,Directory listing for /,,CN,Guangzhou,http://134.175.181.224:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.142.239:8080,42.193.142.239,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.142.239:8080,Shenzhen Tencent Computer Systems Company Limited
134.175.181.238:8080,134.175.181.238,8080,http,Directory listing for /,,CN,Guangzhou,http://134.175.181.238:8080,Shenzhen Tencent Computer Systems Company Limited
106.53.178.202:8080,106.53.178.202,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.178.202:8080,Shenzhen Tencent Computer Systems Company Limited
111.230.185.104:8080,111.230.185.104,8080,http,Directory listing for /,,CN,Guangzhou,http://111.230.185.104:8080,Shenzhen Tencent Computer Systems Company Limited
111.230.185.173:8080,111.230.185.173,8080,http,Directory listing for /,,CN,Guangzhou,http://111.230.185.173:8080,Shenzhen Tencent Computer Systems Company Limited
119.91.118.33:8080,119.91.118.33,8080,http,Directory listing for /,,CN,Guangzhou,http://119.91.118.33:8080,Shenzhen Tencent Computer Systems Company Limited
81.71.127.229:8080,81.71.127.229,8080,http,Directory listing for /,,CN,Guangzhou,http://81.71.127.229:8080,Shenzhen Tencent Computer Systems Company Limited
118.126.101.53:8080,118.126.101.53,8080,http,Directory listing for /,,CN,Guangzhou,http://118.126.101.53:8080,Shenzhen Tencent Computer Systems Company Limited
60.177.251.200:8888,60.177.251.200,8888,http,Index of /,,CN,Hangzhou,http://60.177.251.200:8888,Chinanet
139.199.82.78:8080,139.199.82.78,8080,http,Directory listing for /,,CN,Beijing,http://139.199.82.78:8080,Shenzhen Tencent Computer Systems Company Limited
pkg.npls.io,64.181.239.132,80,http,Index of /,npls.io,US,San Jose,http://pkg.npls.io,Oracle Corporation
198.46.159.169:8888,198.46.159.169,8888,http,Directory listing for /,,US,Rancho Cucamonga,http://198.46.159.169:8888,HostPapa
77.90.0.88:8888,77.90.0.88,8888,http,Directory listing for /,,DE,Soden,http://77.90.0.88:8888,IP-Projects GmbH & Co. KG
119.91.119.153:8080,119.91.119.153,8080,http,Directory listing for /,,CN,Guangzhou,http://119.91.119.153:8080,Shenzhen Tencent Computer Systems Company Limited
172.245.6.142:8880,172.245.6.142,8880,http,Directory listing for /,,US,Rancho Cucamonga,http://172.245.6.142:8880,HostPapa
https://files.noncdn.cloudns.be,168.138.196.150,443,https,Index of /,cloudns.be,JP,Tokyo,https://files.noncdn.cloudns.be,Oracle Corporation
files.noncdn.cloudns.be,168.138.196.150,80,http,Index of /,cloudns.be,JP,Tokyo,http://files.noncdn.cloudns.be,Oracle Corporation
139.199.63.77:8080,139.199.63.77,8080,http,Directory listing for /,,CN,Beijing,http://139.199.63.77:8080,Shenzhen Tencent Computer Systems Company Limited
69.164.247.178:8080,69.164.247.178,8080,http,Directory listing for /,,US,Englewood Cliffs,http://69.164.247.178:8080,"Interserver, Inc"
https://145.38.218.48:9443,145.38.218.48,9443,https,Index of / on leiden,,NL,Amsterdam,https://145.38.218.48:9443,SURF B.V.
96.45.191.222:443,96.45.191.222,443,http,Index of /,,US,Los Angeles,http://96.45.191.222:443,IT7 Networks Inc
https://24.199.68.152,24.199.68.152,443,https,Index of /,,US,Santa Clara,https://24.199.68.152,"DigitalOcean, LLC"
119.91.157.229:8080,119.91.157.229,8080,http,Directory listing for /,,CN,Guangzhou,http://119.91.157.229:8080,Shenzhen Tencent Computer Systems Company Limited
119.91.157.187:8080,119.91.157.187,8080,http,Directory listing for /,,CN,Guangzhou,http://119.91.157.187:8080,Shenzhen Tencent Computer Systems Company Limited
139.199.5.52:8080,139.199.5.52,8080,http,Directory listing for /,,CN,Beijing,http://139.199.5.52:8080,Shenzhen Tencent Computer Systems Company Limited
42.193.170.148:8080,42.193.170.148,8080,http,Directory listing for /,,CN,Guangzhou,http://42.193.170.148:8080,Shenzhen Tencent Computer Systems Company Limited
1.14.164.18:8080,1.14.164.18,8080,http,Directory listing for /,,CN,Guangzhou,http://1.14.164.18:8080,Shenzhen Tencent Computer Systems Company Limited
114.132.40.219:8080,114.132.40.219,8080,http,Directory listing for /,,CN,Guangzhou,http://114.132.40.219:8080,Shenzhen Tencent Computer Systems Company Limited
43.140.35.118:8080,43.140.35.118,8080,http,Directory listing for /,,CN,Guangzhou,http://43.140.35.118:8080,Shenzhen Tencent Computer Systems Company Limited
84.231.59.54:8080,84.231.59.54,8080,http,Index of /,,FI,Saukkola,http://84.231.59.54:8080,Elisa Oyj
172.245.6.142:2052,172.245.6.142,2052,http,Directory listing for /,,US,Rancho Cucamonga,http://172.245.6.142:2052,HostPapa
172.245.6.142:2082,172.245.6.142,2082,http,Directory listing for /,,US,Rancho Cucamonga,http://172.245.6.142:2082,HostPapa
8.138.152.1:3000,8.138.152.1,3000,http,Index of /,,CN,Guangzhou,http://8.138.152.1:3000,"Hangzhou Alibaba Advertising Co.,Ltd."
39.97.250.183:8765,39.97.250.183,8765,http,Directory listing for /,,CN,Beijing,http://39.97.250.183:8765,"Hangzhou Alibaba Advertising Co.,Ltd."
172.245.6.142:2086,172.245.6.142,2086,http,Directory listing for /,,US,Rancho Cucamonga,http://172.245.6.142:2086,HostPapa
72.249.207.28:18080,72.249.207.28,18080,http,Directory listing for /,,US,Los Angeles,http://72.249.207.28:18080,NetLab Global
38.34.13.180:18080,38.34.13.180,18080,http,Directory listing for /,,US,Los Angeles,http://38.34.13.180:18080,NetLab Global
23.144.132.62:18080,23.144.132.62,18080,http,Directory listing for /,,US,Los Angeles,http://23.144.132.62:18080,NetLab Global
work.idacp.cn,45.154.14.4,80,http,Directory listing for /,idacp.cn,CN,Hong Kong,http://work.idacp.cn,MOACK.Co.LTD
107.174.155.171:18080,107.174.155.171,18080,http,Directory listing for /,,US,Buffalo,http://107.174.155.171:18080,HostPapa
64.83.40.80:18080,64.83.40.80,18080,http,Directory listing for /,,US,Little Rock,http://64.83.40.80:18080,NetLab Global
130.94.40.72:18080,130.94.40.72,18080,http,Directory listing for /,,SG,Singapore,http://130.94.40.72:18080,LIGHT NODE LIMITED
23.144.132.167:18080,23.144.132.167,18080,http,Directory listing for /,,US,Los Angeles,http://23.144.132.167:18080,NetLab Global
156.236.74.88:18080,156.236.74.88,18080,http,Directory listing for /,,CN,Hong Kong,http://156.236.74.88:18080,YISU CLOUD LTD
173.249.207.25,173.249.207.25,80,http,Index of /,,US,San Jose,http://173.249.207.25,"tzulo, inc."
ros.packages.techfak.net,129.70.142.193,80,http,Index of /,techfak.net,DE,Bielefeld,http://ros.packages.techfak.net,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
https://ci-archive.ctt.linaro.org,88.99.136.175,443,https,Index of /,linaro.org,DE,Falkenstein,https://ci-archive.ctt.linaro.org,Hetzner Online GmbH
ci-archive.ctt.linaro.org,88.99.136.175,80,http,Index of /,linaro.org,DE,Falkenstein,http://ci-archive.ctt.linaro.org,Hetzner Online GmbH
https://34.21.182.126:8080,34.21.182.126,8080,https,Directory listing for /,,SG,Singapore,https://34.21.182.126:8080,Google LLC
213.165.32.254:8080,213.165.32.254,8080,http,Directory listing for /,,SE,Stockholm,http://213.165.32.254:8080,Aeza Group LLC
https://146.190.2.173,146.190.2.173,443,https,Index of /,,US,Santa Clara,https://146.190.2.173,"DigitalOcean, LLC"
https://manifests.kraftkit.sh,18.157.252.78,443,https,Index of /,kraftkit.sh,DE,Frankfurt am Main,https://manifests.kraftkit.sh,"Amazon.com, Inc."
manifests.kraftkit.sh,18.157.252.78,80,http,Index of /,kraftkit.sh,DE,Frankfurt am Main,http://manifests.kraftkit.sh,"Amazon.com, Inc."
melcloud.io,104.21.13.236,80,http,Directory listing for /,melcloud.io,US,San Francisco,http://melcloud.io,"Cloudflare, Inc."
103.19.51.72:18081,103.19.51.72,18081,http,Directory listing for /,,JP,Osaka,http://103.19.51.72:18081,net innovation llc
129.159.154.170:8088,129.159.154.170,8088,http,Directory listing for /,,IL,Jerusalem,http://129.159.154.170:8088,Oracle Corporation
45.207.225.168:8888,45.207.225.168,8888,http,Directory listing for /,,US,Los Angeles,http://45.207.225.168:8888,Zillion Network Inc.
115.220.203.28:8888,115.220.203.28,8888,http,Index of /,,CN,Ningbo,http://115.220.203.28:8888,Chinanet
198.13.46.216:8888,198.13.46.216,8888,http,Directory listing for /,,JP,Tokyo,http://198.13.46.216:8888,"The Constant Company, LLC"
23.81.118.88:8888,23.81.118.88,8888,http,Directory listing for /,,US,San Jose,http://23.81.118.88:8888,"Leaseweb USA, Inc."
65.108.58.158:9200,65.108.58.158,9200,http,Directory listing for /,,FI,Helsinki,http://65.108.58.158:9200,Hetzner Online GmbH
178.157.56.189:8089,178.157.56.189,8089,http,Directory listing for /,,JP,Osaka,http://178.157.56.189:8089,IT7 Networks Inc
38.55.146.160:9090,38.55.146.160,9090,http,Directory listing for /,,US,Los Angeles,http://38.55.146.160:9090,AROSSCLOUD INC.
154.36.173.215:8888,154.36.173.215,8888,http,Directory listing for /,,US,Los Angeles,http://154.36.173.215:8888,NetLab Global
114.132.199.129:8888,114.132.199.129,8888,http,Directory listing for /,,CN,Guangzhou,http://114.132.199.129:8888,Shenzhen Tencent Computer Systems Company Limited
188.166.235.114:8888,188.166.235.114,8888,http,Directory listing for /,,SG,Singapore,http://188.166.235.114:8888,"DigitalOcean, LLC"
47.250.169.103,47.250.169.103,80,http,Directory listing for /,,MY,Kuala Lumpur,http://47.250.169.103,"Alibaba US Technology Co., Ltd."
193.112.128.115:8080,193.112.128.115,8080,http,Directory listing for /,,CN,Guangzhou,http://193.112.128.115:8080,Shenzhen Tencent Computer Systems Company Limited
2.27.8.230:2053,2.27.8.230,2053,http,Directory listing for /,,GB,Crewe,http://2.27.8.230:2053,U1 Digital Services Ltd
84.231.67.56:8080,84.231.67.56,8080,http,Index of /,,FI,Turku,http://84.231.67.56:8080,Elisa Oyj
141.94.155.13:8080,141.94.155.13,8080,http,Directory listing for /,,FR,Wattrelos,http://141.94.155.13:8080,OVH SAS
45.76.111.155:8080,45.76.111.155,8080,http,Directory listing for /,,JP,Tokyo,http://45.76.111.155:8080,"The Constant Company, LLC"
https://112.115.205.232:8089,112.115.205.232,8089,https,Index of /,,CN,Kunming,https://112.115.205.232:8089,Chinanet
https://112.115.204.233:8089,112.115.204.233,8089,https,Index of /,,CN,Kunming,https://112.115.204.233:8089,Chinanet
172.245.6.142:53,172.245.6.142,53,http,Directory listing for /,,US,Rancho Cucamonga,http://172.245.6.142:53,HostPapa
35.219.44.160:2087,35.219.44.160,2087,http,Directory listing for /,,ID,Jakarta,http://35.219.44.160:2087,Google LLC
zhaokening.direct.quickconnect.to,45.154.14.4,80,http,Directory listing for /,quickconnect.to,CN,Hong Kong,http://zhaokening.direct.quickconnect.to,MOACK.Co.LTD
35.213.33.124:2087,35.213.33.124,2087,http,Directory listing for /,,JP,Tokyo,http://35.213.33.124:2087,Google LLC
172.238.15.96:9999,172.238.15.96,9999,http,Directory listing for /,,JP,Tokyo,http://172.238.15.96:9999,Akamai Connected Cloud
136.243.155.110:9999,136.243.155.110,9999,http,Directory listing for /,,DE,Falkenstein,http://136.243.155.110:9999,Hetzner Online GmbH
https://38.207.182.34:2086,38.207.182.34,2086,https,Directory listing for /,,CN,Hong Kong,https://38.207.182.34:2086,NetLab Global
172.245.6.142,172.245.6.142,80,http,Directory listing for /,,US,Rancho Cucamonga,http://172.245.6.142,HostPapa
115.120.234.230,115.120.234.230,80,http,Directory listing for /,,CN,Shanghai,http://115.120.234.230,Huawei Cloud Service data center
149.118.157.36,149.118.157.36,80,http,Directory listing for /,,MY,Kulai,http://149.118.157.36,Oracle Corporation
130.94.13.157:18080,130.94.13.157,18080,http,Directory listing for /,,US,San Francisco,http://130.94.13.157:18080,LIGHT NODE LIMITED
https://s.eresi-project.org,176.9.101.145,443,https,Welcome to nginx!,eresi-project.org,DE,Falkenstein,https://s.eresi-project.org,Hetzner Online GmbH
https://download.keyqc.cn,172.67.158.205,443,https,Index of /,keyqc.cn,US,San Francisco,https://download.keyqc.cn,"Cloudflare, Inc."
167.86.126.209:8080,167.86.126.209,8080,http,Directory listing for /,,FR,Lauterbourg,http://167.86.126.209:8080,Contabo GmbH
129.146.157.29:8080,129.146.157.29,8080,http,Directory listing for /,,US,Phoenix,http://129.146.157.29:8080,Oracle Corporation
178.236.41.58:8080,178.236.41.58,8080,http,Directory listing for /,,CN,Hong Kong,http://178.236.41.58:8080,Yuhonet International Limited
23.27.113.244:8080,23.27.113.244,8080,http,Directory listing for /,,US,Orem,http://23.27.113.244:8080,Evoxt Sdn. Bhd.
210.87.110.164:8080,210.87.110.164,8080,http,Directory listing for /,,SG,Singapore,http://210.87.110.164:8080,Akari Networks
192.204.46.177:8080,192.204.46.177,8080,http,Directory listing for /,,US,Redmond,http://192.204.46.177:8080,"NTT America, Inc."
129.146.81.111:1029,129.146.81.111,1029,http,Index of /,,US,Phoenix,http://129.146.81.111:1029,Oracle Corporation
84.231.34.91:8080,84.231.34.91,8080,http,Index of /,,FI,Kimito,http://84.231.34.91:8080,Elisa Oyj
107.174.183.177:8083,107.174.183.177,8083,http,Directory listing for /,,US,Buffalo,http://107.174.183.177:8083,HostPapa
38.127.121.180:8080,38.127.121.180,8080,http,Directory listing for /,,US,Pasadena,http://38.127.121.180:8080,"Cogent Communications, LLC"
192.220.36.127:8080,192.220.36.127,8080,http,Directory listing for /,,US,Redmond,http://192.220.36.127:8080,"NTT America, Inc."
https://112.115.144.145:8089,112.115.144.145,8089,https,Index of /,,CN,Kunming,https://112.115.144.145:8089,Chinanet
https://112.115.147.147:8089,112.115.147.147,8089,https,Index of /,,CN,Kunming,https://112.115.147.147:8089,Chinanet
107.175.215.179:8090,107.175.215.179,8090,http,Directory listing for /,,US,Lauderhill,http://107.175.215.179:8090,HostPapa
138.2.105.88:9002,138.2.105.88,9002,http,Directory listing for /,,SG,Singapore,http://138.2.105.88:9002,Oracle Corporation
www.corsman.hu,87.229.98.93,80,http,Index of /alpine/latest-stable/main/armv7/,corsman.hu,HU,Budapest,http://www.corsman.hu,SigmaNet Szolgaltato es Kereskedelm Ltd
38.92.15.32:8888,38.92.15.32,8888,http,Directory listing for /,,US,Los Angeles,http://38.92.15.32:8888,NetLab Global
108.165.23.26:8080,108.165.23.26,8080,http,Directory listing for /,,US,Orem,http://108.165.23.26:8080,Bitsflowcloud Ltd
https://112.115.146.116:8089,112.115.146.116,8089,https,Index of /,,CN,Kunming,https://112.115.146.116:8089,Chinanet
106.53.141.80:8080,106.53.141.80,8080,http,Directory listing for /,,CN,Guangzhou,http://106.53.141.80:8080,Shenzhen Tencent Computer Systems Company Limited
142.171.132.146:2096,142.171.132.146,2096,http,Directory listing for /,,US,Los Angeles,http://142.171.132.146:2096,MULTACOM CORPORATION
111.201.212.73:9999,111.201.212.73,9999,http,Directory listing for /,,CN,Beijing,http://111.201.212.73:9999,China Unicom Beijing Province Network
34.142.245.62:18080,34.142.245.62,18080,http,Directory listing for /,,SG,Singapore,http://34.142.245.62:18080,Google LLC
64.118.158.165:18080,64.118.158.165,18080,http,Directory listing for /,,US,Little Rock,http://64.118.158.165:18080,Eons Data Communications Limited
139.59.233.211:18080,139.59.233.211,18080,http,Directory listing for /,,SG,Singapore,http://139.59.233.211:18080,"DigitalOcean, LLC"
165.154.193.97,165.154.193.97,80,http,Directory listing for /,,SG,Singapore,http://165.154.193.97,Scloud Pte Ltd
64.110.117.203:8000,64.110.117.203,8000,http,Directory listing for /,,JP,Osaka,http://64.110.117.203:8000,Oracle Corporation
165.154.59.7,165.154.59.7,80,http,Directory listing for /,,PH,Manila,http://165.154.59.7,UCLOUD INFORMATION TECHNOLOGY HK LIMITED
https://112.115.145.246:89,112.115.145.246,89,https,Index of /,,CN,Kunming,https://112.115.145.246:89,Chinanet
https://112.115.146.62:89,112.115.146.62,89,https,Index of /,,CN,Kunming,https://112.115.146.62:89,Chinanet
147.182.201.48:8000,147.182.201.48,8000,http,Directory listing for /,,US,Santa Clara,http://147.182.201.48:8000,"DigitalOcean, LLC"
43.173.100.69:8000,43.173.100.69,8000,http,Directory listing for /,,US,Santa Clara,http://43.173.100.69:8000,"Tencent Building, Kejizhongyi Avenue"
38.247.134.218:9999,38.247.134.218,9999,http,Directory listing for /,,US,Dallas,http://38.247.134.218:9999,"1515 ROUNDTABLE DR PROPERTY, LLC"
185.66.109.62:8000,185.66.109.62,8000,http,Directory listing for /,,CH,Seuzach Dorf,http://185.66.109.62:8000,Zettaplan AG
204.168.242.190:8000,204.168.242.190,8000,http,Directory listing for /,,NL,Amsterdam,http://204.168.242.190:8000,Hetzner Online GmbH
84.231.76.27:8080,84.231.76.27,8080,http,Index of /,,FI,Kuusankoski,http://84.231.76.27:8080,Elisa Oyj
https://112.115.145.246:8089,112.115.145.246,8089,https,Index of /,,CN,Kunming,https://112.115.145.246:8089,Chinanet
https://112.115.146.62:8089,112.115.146.62,8089,https,Index of /,,CN,Kunming,https://112.115.146.62:8089,Chinanet
129.159.129.48:8088,129.159.129.48,8088,http,Directory listing for /,,IL,Jerusalem,http://129.159.129.48:8088,Oracle Corporation
42.194.159.201:8080,42.194.159.201,8080,http,Directory listing for /,,CN,Guangzhou,http://42.194.159.201:8080,Shenzhen Tencent Computer Systems Company Limited
74.48.40.253:8090,74.48.40.253,8090,http,Directory listing for /,,US,Los Angeles,http://74.48.40.253:8090,MULTACOM CORPORATION
194.120.116.178:8888,194.120.116.178,8888,http,Directory listing for /,,NL,Amsterdam,http://194.120.116.178:8888,Cgi Global Limited
74.48.10.237:9443,74.48.10.237,9443,http,Directory listing for /,,US,Los Angeles,http://74.48.10.237:9443,MULTACOM CORPORATION
43.167.215.115,43.167.215.115,80,http,Directory listing for /,,JP,Tokyo,http://43.167.215.115,"Tencent Building, Kejizhongyi Avenue"
185.185.82.148:8888,185.185.82.148,8888,http,Directory listing for /,,FR,Lauterbourg,http://185.185.82.148:8888,Contabo GmbH
96.9.225.3:8899,96.9.225.3,8899,http,Directory listing for /,,US,Los Angeles,http://96.9.225.3:8899,"WebNX, Inc."
84.231.76.27,84.231.76.27,80,http,Index of /,,FI,Kuusankoski,http://84.231.76.27,Elisa Oyj
131.189.167.60:443,131.189.167.60,443,http,Directory listing for /,,DE,Frankfurt am Main,http://131.189.167.60:443,Microsoft Corporation
38.47.98.239:8765,38.47.98.239,8765,http,Directory listing for /,,JP,Osaka,http://38.47.98.239:8765,VMISS Inc.
https://112.115.206.34:89,112.115.206.34,89,https,Index of /,,CN,Kunming,https://112.115.206.34:89,Chinanet
60.168.27.237:5080,60.168.27.237,5080,http,Index of /,,CN,Hefei,http://60.168.27.237:5080,Chinanet
104.194.95.163,104.194.95.163,80,http,Directory listing for /,,US,Los Angeles,http://104.194.95.163,IT7 Networks Inc
173.212.207.23:8765,173.212.207.23,8765,http,Directory listing for /,,FR,Lauterbourg,http://173.212.207.23:8765,Contabo GmbH
188.6.85.32,188.6.85.32,80,http,Index of /,,HU,Gardony,http://188.6.85.32,Magyar Telekom Plc.
142.111.143.155,142.111.143.155,80,http,Index of /,,US,Sheridan,http://142.111.143.155,Evoxt Sdn. Bhd.
https://112.115.206.34:8089,112.115.206.34,8089,https,Index of /,,CN,Kunming,https://112.115.206.34:8089,Chinanet
38.147.185.114:8000,38.147.185.114,8000,http,Directory listing for /,,US,Los Angeles,http://38.147.185.114:8000,XNNET LLC
154.21.86.220:7799,154.21.86.220,7799,http,Directory listing for /,,US,Los Angeles,http://154.21.86.220:7799,DMIT Cloud Services
154.36.180.125:18080,154.36.180.125,18080,http,Directory listing for /,,JP,Tokyo,http://154.36.180.125:18080,NetLab Global
https://wget.imfun.fun,114.29.237.44,443,https,Index of /,imfun.fun,CN,Hong Kong,https://wget.imfun.fun,"Kamatera, Inc."
wget.imfun.fun,114.29.237.44,80,http,Index of /,imfun.fun,CN,Hong Kong,http://wget.imfun.fun,"Kamatera, Inc."
https://114.29.237.44:7900,114.29.237.44,7900,https,Index of /,,CN,Hong Kong,https://114.29.237.44:7900,"Kamatera, Inc."
59.120.5.168:18080,59.120.5.168,18080,http,Directory listing for /,,CN,Taipei,http://59.120.5.168:18080,Data Communication Business Group
https://112.115.205.175:8089,112.115.205.175,8089,https,Index of /,,CN,Kunming,https://112.115.205.175:8089,Chinanet
119.23.65.65:1234,119.23.65.65,1234,http,Directory listing for /,,CN,Shenzhen,http://119.23.65.65:1234,"Hangzhou Alibaba Advertising Co.,Ltd."
https://doc.ole12138.cn,183.129.155.2,443,https,Index of /,ole12138.cn,CN,Hangzhou,https://doc.ole12138.cn,Chinanet
doc.ole12138.cn,183.129.155.2,80,http,Index of /,ole12138.cn,CN,Hangzhou,http://doc.ole12138.cn,Chinanet
120.244.125.30:88,120.244.125.30,88,http,Index of /,,CN,Beijing,http://120.244.125.30:88,China Mobile Communicaitons Corporation
144.202.116.230,144.202.116.230,80,http,Directory listing for /,,US,Los Angeles,http://144.202.116.230,"The Constant Company, LLC"
192.210.255.238:8888,192.210.255.238,8888,http,Directory listing for /,,US,Buffalo,http://192.210.255.238:8888,HostPapa
47.79.144.115:12345,47.79.144.115,12345,http,Directory listing for /,,JP,Tokyo,http://47.79.144.115:12345,"Alibaba US Technology Co., Ltd."
https://112.115.144.90:8089,112.115.144.90,8089,https,Index of /,,CN,Kunming,https://112.115.144.90:8089,Chinanet
https://112.115.144.215:8089,112.115.144.215,8089,https,Index of /,,CN,Kunming,https://112.115.144.215:8089,Chinanet
13.239.15.168:8080,13.239.15.168,8080,http,Directory listing for /,,AU,Sydney,http://13.239.15.168:8080,"Amazon.com, Inc."
23.27.163.58,23.27.163.58,80,http,Index of /,,US,Los Angeles,http://23.27.163.58,Evoxt Sdn. Bhd.
145.236.25.22,145.236.25.22,80,http,Index of /,,HU,Hajduboszormeny,http://145.236.25.22,Magyar Telekom Plc.
119.204.131.213:8765,119.204.131.213,8765,http,Directory listing for /,,KR,Seongnam,http://119.204.131.213:8765,Korea Telecom
utils.alsyundawy.com,43.247.23.113,80,http,Index of /,alsyundawy.com,ID,Jakarta,http://utils.alsyundawy.com,Orion Cyber Internet
https://repo.aneka.net.id,172.67.197.38,443,https,Index of /,aneka.net.id,US,San Francisco,https://repo.aneka.net.id,"Cloudflare, Inc."
https://repo.alsyundawy.net.id,172.67.187.166,443,https,Index of /,alsyundawy.net.id,US,San Francisco,https://repo.alsyundawy.net.id,"Cloudflare, Inc."
repo.alsyundawy.net.id,172.67.187.166,80,http,Index of /,alsyundawy.net.id,US,San Francisco,http://repo.alsyundawy.net.id,"Cloudflare, Inc."
repo.aneka.net.id,104.21.84.211,80,http,Index of /,aneka.net.id,US,San Francisco,http://repo.aneka.net.id,"Cloudflare, Inc."
https://utils.alsyundawy.com,43.247.23.113,443,https,Index of /,alsyundawy.com,ID,Jakarta,https://utils.alsyundawy.com,Orion Cyber Internet
https://129.212.166.103,129.212.166.103,443,https,Index of /,,US,Santa Clara,https://129.212.166.103,"DigitalOcean, LLC"
64.34.84.227:18081,64.34.84.227,18081,http,Directory listing for /,,US,Ashburn,http://64.34.84.227:18081,Latitude.sh
210.131.221.109:8000,210.131.221.109,8000,http,Directory listing for /,,JP,Amagasaki,http://210.131.221.109:8000,Xserver Inc.
47.236.151.40:8080,47.236.151.40,8080,http,Directory listing for /,,SG,Singapore,http://47.236.151.40:8080,"Alibaba US Technology Co., Ltd."
74.48.43.230:8080,74.48.43.230,8080,http,Directory listing for /,,US,Los Angeles,http://74.48.43.230:8080,MULTACOM CORPORATION
185.93.71.40:18080,185.93.71.40,18080,http,Directory listing for /,,TR,Sultanbeyli,http://185.93.71.40:18080,2e Telekomunikasyon Ltd Sti
154.37.222.106:7777,154.37.222.106,7777,http,Directory listing for /,,CN,Hong Kong,http://154.37.222.106:7777,NetLab Global
https://112.115.147.189:89,112.115.147.189,89,https,Index of /,,CN,Kunming,https://112.115.147.189:89,Chinanet
